Local Date of Joining,Designation,Status,Market Unit,SkillList,Location
22/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,"J2EE,Spring,Hibernate,Agile",Noida
26/05/2014,SENIOR CONSULTANT,Billable,BANK,"Performance Testing,BatchSupport,System Management Application",Chennai
12/11/2008,CONSULTANT,Billable,BANK,"Performance Testing,BatchSupport,System Management Application",Pune
19/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Performance Testing,System Management Application,BatchSupport",Noida
01/11/2012,MANAGER,Billable,BANK,"Performance Testing,BatchSupport,System Management Application",Gurgaon
07/12/2015,CONSULTANT,Billable,BANK,"Java,PL SQL,Cloud,Dynamics CRM 2011,JMX",Chennai
16/04/2014,MANAGER,Billable,BANK,Java,Hartford
29/02/2016,MANAGER,Billable,BANK,"Java,Selenium,Cucumber, Behat,C#,CSS,Test Automation",Noida
09/03/2015,CONSULTANT,Billable,BANK,"Java,Selenium,Cucumber, Behat,C#,CSS,Test Automation",Pune
19/05/2008,PORTFOLIO MANAGER,Billable,BANK,"Java,Test Automation,C#,Selenium,Cucumber, Behat",Bangalore
06/01/2014,MANAGER,Billable,BANK,"Java,Test Automation,C#,Selenium,Cucumber, Behat",Noida
06/02/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Test Automation,C#,Cucumber, Behat,Selenium",Pune
15/10/2012,SENIOR CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Hartford
30/12/2013,SENIOR CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Pune
05/04/2012,CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Bhubaneswar
05/06/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Hyderabad
15/06/2004,DIRECTOR,Bench,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Gurgaon
30/06/2014,CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Hyderabad
27/10/2014,CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Gurgaon
28/03/2016,MANAGER,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Pune
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Bhubaneswar
30/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Hartford
06/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Selenium,Test Automation,C#,Cucumber, Behat",Hartford
01/01/2011,SENIOR CONSULTANT,Billable,BANK,"Java,Test Automation,Cucumber, Behat,C#,Selenium",Hartford
05/05/2014,CONSULTANT,Billable,BANK,Project Management Framework,Gurgaon
21/06/2011,SENIOR CONSULTANT,Billable,BANK,"Testing Manual,Cards Acquiring",Chennai
07/07/2014,MANAGER,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Gurgaon
30/01/2014,CONSULTANT,Billable,BANK,"Test Automation,Cucumber, Behat,Java 7,Selenium",Pune
17/03/2014,DIRECTOR,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Noida
15/09/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Hyderabad
23/05/2016,SENIOR CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Hyderabad
04/09/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Gurgaon
23/06/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Hartford
01/12/2017,SENIOR CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Hartford
15/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Gurgaon
07/09/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Bangalore
24/02/2014,CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Noida
15/09/2014,SENIOR CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Pune
05/05/2014,CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Pune
04/07/2013,SENIOR CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Pune
05/11/2012,CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Hartford
26/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Functional Testing,Selenium",Pune
20/10/2014,CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Selenium,Functional Testing",Pune
01/04/2013,CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Functional Testing,Selenium",Pune
10/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Functional Testing,Selenium",Bhubaneswar
09/05/2013,CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Functional Testing,Selenium",Noida
06/10/2008,SENIOR CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Functional Testing,Selenium",Gurgaon
18/07/2013,CONSULTANT,Billable,BANK,"Java,Cucumber, Behat,Jenkins,Cards Acquiring,Functional Testing,Selenium",Gurgaon
22/06/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Selenium,Test Automation,Cucumber, Behat,Java 7",Gurgaon
17/02/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Selenium,Cucumber, Behat",Chennai
20/01/2014,SENIOR CONSULTANT,Billable,BANK,"Business Analytics,BLUE PRISM",Chennai
01/10/2008,CONSULTANT,Billable,BANK,"Business Analytics,BLUE PRISM",Gurgaon
27/03/2014,SENIOR CONSULTANT,Billable,BANK,Test Automation,Gurgaon
09/06/2014,CONSULTANT,Billable,BANK,Java,Bhubaneswar
13/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Oracle 9i,Bangalore
11/07/2015,DIRECTOR,Billable,BANK,Oracle 9i,Noida
20/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,Java,Bhubaneswar
19/01/2015,CONSULTANT,Billable,BANK,Java,Bhubaneswar
10/01/2004,SENIOR MANAGER,Bench,BANK,Java,Bhubaneswar
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java,Gurgaon
14/12/2015,MANAGER,Billable,BANK,Java,Hyderabad
24/11/2014,CONSULTANT,Billable,BANK,Java,Bhubaneswar
09/01/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Noida
27/01/2014,SENIOR CONSULTANT,Billable,BANK,Java,Gurgaon
17/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,PMO (Project),Bhubaneswar
29/07/2013,MANAGER,Billable,BANK,PMO (Project),Gurgaon
24/07/2017,CONSULTANT,Billable,BANK,PMO (Project),Pune
01/09/2005,SENIOR CONSULTANT,Billable,BANK,Teradata,Bhubaneswar
12/11/2012,CONSULTANT,Billable,BANK,Teradata,Gurgaon
26/01/2015,SENIOR CONSULTANT,Billable,BANK,QlikView,Chennai
01/09/2014,CONSULTANT,Billable,BANK,Power Designer Data Architect,Bhubaneswar
23/01/2012,SENIOR DIRECTOR,Billable,BANK,Java,Bhubaneswar
27/06/2013,ASSOCIATE CONSULTANT,Billable,BANK,PMO (Account),Chennai
03/04/2006,DIRECTOR,Bench,BANK,Java,Bhubaneswar
03/08/2009,MANAGER,Billable,BANK,Selenium,Noida
18/06/2012,SENIOR MANAGER,Billable,BANK,Selenium,Gurgaon
19/06/2013,DIRECTOR,Billable,BANK,Informatica BI,Bhubaneswar
12/06/2017,MANAGER,Billable,BANK,REST API,Noida
23/09/2013,CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Gurgaon
31/05/2016,SENIOR MANAGER,Billable,BANK,"Automation - Chef, Puppet",Gurgaon
05/01/2015,SENIOR CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Hyderabad
11/12/2017,CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Gurgaon
24/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Bhubaneswar
23/09/2010,MANAGER,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Bhubaneswar
17/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Gurgaon
05/05/2011,MANAGER,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Hyderabad
20/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,Java,Chennai
19/12/2011,MANAGER,Billable,BANK,Testing Manual,Hyderabad
01/05/2011,CONSULTANT,Billable,BANK,Testing Manual,Gurgaon
13/08/2012,CONSULTANT,Billable,BANK,Testing Manual,Gurgaon
08/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java,Gurgaon
05/08/2013,SENIOR CONSULTANT,Billable,BANK,BPM,Noida
12/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java Web,Noida
29/06/2015,SENIOR CONSULTANT,Billable,BANK,Decision Strategy Manager,Hyderabad
13/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,J2EE,Chennai
04/07/2013,CONSULTANT,Billable,BANK,"(T) Testing Tools / Testing Automation / Performance Testing Tools,Java",Bhubaneswar
04/03/2013,SENIOR CONSULTANT,Billable,BANK,"(T) Testing Tools / Testing Automation / Performance Testing Tools,Java",Chennai
23/01/2014,ASSOCIATE CONSULTANT,Billable,BANK,PYTHON,Bhubaneswar
23/10/2017,DIRECTOR,Billable,BANK,Testing Manual,Gurgaon
11/05/2017,MANAGER,Billable,BANK,C# .NET,Noida
22/10/2012,SENIOR CONSULTANT,Billable,BANK,C# .NET,Bangalore
30/07/2015,SENIOR CONSULTANT,Billable,BANK,Axiom,Bangalore
28/08/2015,CONSULTANT,Billable,BANK,Axiom,Bhubaneswar
24/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,Axiom,Bhubaneswar
01/09/2005,VICE PRESIDENT,Billable,BANK,Java,Pune
29/12/2014,SENIOR CONSULTANT,Billable,BANK,Java,Noida
23/03/2015,SENIOR CONSULTANT,Billable,BANK,Java,Bangalore
03/07/2017,CONSULTANT,Billable,BANK,Oracle Database UNIX Scripting,Hyderabad
01/09/2014,SENIOR MANAGER,Billable,BANK,Java,Bhubaneswar
26/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java,Gurgaon
11/09/2006,DIRECTOR,Billable,BANK,Java,Bhubaneswar
16/12/2015,DIRECTOR,Billable,BANK,Ab Initio,Noida
17/10/2014,CONSULTANT,Billable,BANK,Ab Initio,Bangalore
06/08/2012,SENIOR CONSULTANT,Billable,BANK,SAS,Hartford
06/10/2014,SENIOR CONSULTANT,Billable,BANK,SAS,Noida
24/07/2017,MANAGER,Billable,BANK,SAS,Chennai
15/09/2003,VICE PRESIDENT,Bench,BANK,PMO (Account),Gurgaon
09/03/2015,DIRECTOR,Billable,BANK,Informatica BI,Bangalore
05/07/2010,MANAGER,Billable,BANK,Informatica BI,Hartford
02/05/2011,SENIOR CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Hartford
30/09/2013,MANAGER,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Hartford
10/06/2013,SENIOR CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Hyderabad
01/08/2016,PORTFOLIO MANAGER,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Chennai
26/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,"API Integrations- REST, SOAP , Powershell",Pune
07/11/2017,MANAGER,Bench,BANK,Decision Strategy Manager,Bhubaneswar
27/07/2011,SENIOR DIRECTOR,Billable,BANK,"SAS,Decision Strategy Manager",Gurgaon
29/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Gurgaon
27/02/2012,SENIOR MANAGER,Billable,BANK,Test Automation,Bhubaneswar
27/11/2017,SENIOR DIRECTOR,Billable,BANK,SAS,Pune
11/08/2014,ASSOCIATE CONSULTANT,Billable,BANK,Testing Manual,Noida
26/05/2014,CONSULTANT,Billable,BANK,Testing Manual,Bhubaneswar
27/10/2014,ASSOCIATE CONSULTANT,Billable,BANK,Testing Manual,Noida
03/04/2014,SENIOR CONSULTANT,Billable,BANK,Testing Manual,Pune
22/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Pune
02/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java,Noida
20/01/2017,CONSULTANT,Billable,BANK,Java,Noida
26/06/2017,ASSOCIATE CONSULTANT,Billable,BANK,Java,Hartford
12/12/2005,PORTFOLIO MANAGER,Bench,BANK,"Java-Production Support,Java",Gurgaon
09/06/2015,SENIOR CONSULTANT,Billable,BANK,"SQL,SAS",Hyderabad
16/06/2014,MANAGER,Billable,BANK,Java,Chennai
28/10/2013,MANAGER,Billable,BANK,SAS,Hartford
03/02/2014,SENIOR CONSULTANT,Billable,BANK,SAS,Bangalore
04/06/2012,CONSULTANT,Billable,BANK,SAS,Gurgaon
27/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Testing Manual,Cards Acquiring",Noida
27/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,Cards Acquiring,Hyderabad
24/07/2014,ASSOCIATE CONSULTANT,Billable,BANK,BPM,Gurgaon
07/07/2010,CONSULTANT,Billable,BANK,BPM,Hyderabad
15/03/2010,CONSULTANT,Billable,BANK,BPM,Noida
24/12/2012,CONSULTANT,Billable,BANK,BPM,Hyderabad
02/07/2015,CONSULTANT,Billable,BANK,BPM,Bhubaneswar
01/01/2011,SENIOR CONSULTANT,Billable,BANK,"Cards Acquiring,Testing Manual",Gurgaon
11/03/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Cards Acquiring,Testing Manual",Gurgaon
28/01/2010,SENIOR MANAGER,Billable,BANK,"Cards Acquiring,Testing Manual",Bhubaneswar
05/04/2013,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Noida
01/10/2009,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Noida
12/04/2010,CONSULTANT,Billable,BANK,Informatica BI,Bhubaneswar
05/04/2016,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Bhubaneswar
07/10/2013,CONSULTANT,Billable,BANK,Informatica BI,Chennai
27/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Informatica BI,Chennai
17/03/2014,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Hartford
26/02/2015,CONSULTANT,Billable,BANK,Informatica BI,Gurgaon
14/01/2013,SENIOR CONSULTANT,Billable,BANK,Informatica BI,Pune
09/06/2014,SENIOR CONSULTANT,Billable,BANK,Java,Pune
13/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Noida
28/05/2013,SENIOR MANAGER,Billable,BANK,Java,Pune
23/08/2010,SENIOR CONSULTANT,Billable,BANK,Java,Gurgaon
18/08/2011,SENIOR CONSULTANT,Billable,BANK,Java,Noida
16/04/2016,MANAGER,Billable,BANK,Java,Pune
08/12/2014,SENIOR CONSULTANT,Billable,BANK,UI,Pune
06/07/2015,CONSULTANT,Billable,BANK,UI,Chennai
27/09/2010,MANAGER,Billable,BANK,UI,Bangalore
06/06/2011,SENIOR CONSULTANT,Billable,BANK,C# .NET,Hartford
15/08/2016,MANAGER,Billable,BANK,Test Automation,Gurgaon
20/11/2014,ASSOCIATE CONSULTANT,Billable,BANK,Oracle data quality,Pune
01/03/2010,SENIOR CONSULTANT,Billable,BANK,C# .NET,Pune
09/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,Testing Manual,Hartford
12/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Teradata,Bhubaneswar
29/05/2014,CONSULTANT,Billable,BANK,Teradata,Hartford
09/10/2014,CONSULTANT,Billable,BANK,Teradata,Pune
05/11/2016,CONSULTANT,Billable,BANK,Informatica BI,Pune
31/07/2017,SENIOR MANAGER,Billable,BANK,Ab Initio,Gurgaon
23/07/2007,MANAGER,Billable,BANK,Ab Initio,Pune
19/01/2012,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Noida
01/10/2012,DIRECTOR,Billable,BANK,Ab Initio,Bhubaneswar
01/10/2012,SENIOR CONSULTANT,Billable,BANK,Ab Initio,Pune
29/07/2013,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Hyderabad
12/08/2013,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Bhubaneswar
18/08/2014,SENIOR CONSULTANT,Billable,BANK,Ab Initio,Bangalore
25/08/2014,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Noida
12/03/2015,CONSULTANT,Billable,BANK,Ab Initio,Hyderabad
03/08/2015,CONSULTANT,Billable,BANK,Ab Initio,Gurgaon
04/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Chennai
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Gurgaon
21/03/2013,ASSOCIATE CONSULTANT,Billable,BANK,Ab Initio,Hartford
03/05/2012,CONSULTANT,Billable,BANK,Ab Initio,Gurgaon
08/10/2012,MANAGER,Billable,BANK,Ab Initio,Hyderabad
11/03/2013,CONSULTANT,Billable,BANK,Ab Initio,Chennai
27/06/2013,ASSOCIATE CONSULTANT,Billable,BANK,J2EE,Hyderabad
29/12/2014,ASSOCIATE CONSULTANT,Billable,BANK,Test Automation,Pune
23/07/2015,ASSOCIATE CONSULTANT,Billable,BANK,Cards Acquiring,Gurgaon
29/12/2014,CONSULTANT,Billable,BANK,Cards Acquiring,Hartford
04/09/2012,MANAGER,Billable,BANK,"Mainframe applications,VSAM,JCL,TRAMS,COBOL",Chennai
26/12/2014,SENIOR CONSULTANT,Billable,BANK,"Mainframe applications,COBOL,VSAM,TRAMS,JCL",Noida
17/12/2012,CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Noida
28/08/2014,SENIOR CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Bangalore
10/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Hartford
29/01/2018,CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Hyderabad
20/09/2010,SENIOR CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Bangalore
11/01/2011,CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Pune
24/01/2011,MANAGER,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Bhubaneswar
11/07/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Gurgaon
21/03/2016,MANAGER,Billable,BANK,"Java,API Integrations- REST, SOAP , Powershell",Hartford
15/03/2017,ASSOCIATE CONSULTANT,Billable,BANK,Java,Noida
15/12/2014,CONSULTANT,Billable,BANK,Java,Chennai
31/08/2015,SENIOR CONSULTANT,Billable,BANK,Java,Pune
07/01/2013,PORTFOLIO MANAGER,Billable,BANK,Java,Bhubaneswar
07/04/2014,CONSULTANT,Billable,BANK,Java,Bhubaneswar
09/04/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java,Chennai
29/11/2017,CONSULTANT,Billable,BANK,Java,Bhubaneswar
13/04/2015,SENIOR CONSULTANT,Billable,BANK,Java,Noida
26/06/2017,CONSULTANT,Billable,BANK,"Java,Cloud,Webservices",Chennai
12/05/2009,CONSULTANT,Billable,BANK,"Java,J2EE,Cloud",Hartford
06/04/2015,MANAGER,Billable,BANK,"Java,J2EE,Cloud",Hyderabad
04/11/2013,MANAGER,Billable,BANK,"Java,J2EE,Cloud",Pune
01/11/2008,PORTFOLIO MANAGER,Billable,BANK,"Java,J2EE,Cloud",Pune
13/02/2017,SENIOR MANAGER,Billable,BANK,"Java,J2EE,Cloud",Chennai
03/11/2014,SENIOR CONSULTANT,Billable,BANK,"Java,J2EE,Cloud",Bhubaneswar
31/05/2012,CONSULTANT,Billable,BANK,"Java,J2EE,Cloud",Gurgaon
11/01/2010,SENIOR MANAGER,Billable,BANK,"Java,J2EE,Cloud",Bangalore
15/12/2010,MANAGER,Billable,BANK,"Java,J2EE,Cloud",Bhubaneswar
02/02/2015,PORTFOLIO MANAGER,Billable,BANK,"Java,J2EE,Cloud",Noida
05/09/2016,SENIOR CONSULTANT,Billable,BANK,"Java,J2EE,Cloud",Bhubaneswar
09/08/2017,MANAGER,Billable,BANK,"Java,J2EE,Cloud",Bhubaneswar
15/12/2010,SENIOR MANAGER,Billable,BANK,"Java,J2EE,Cloud",Pune
01/08/2014,MANAGER,Billable,BANK,"Java,J2EE,Cloud",Gurgaon
31/08/2015,MANAGER,Billable,BANK,"Java,J2EE,Cloud",Pune
24/03/2014,MANAGER,Billable,BANK,.Net (WF),Hartford
04/05/2010,DIRECTOR,Billable,BANK,.Net (WF),Bangalore
09/07/2012,MANAGER,Billable,BANK,.Net (WF),Bangalore
18/08/2014,DIRECTOR,Billable,BANK,.Net (WF),Noida
19/01/2015,SENIOR CONSULTANT,Billable,BANK,.Net (WF),Gurgaon
30/05/2013,SENIOR CONSULTANT,Billable,BANK,.Net (WF),Hartford
24/10/2013,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Noida
23/06/2016,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Hyderabad
09/04/2015,SENIOR SOFTWARE ENGINEER,Billable,BANK,"Business Analytics,Cards Issuing",Bhubaneswar
05/03/2015,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Bhubaneswar
09/03/2015,SENIOR CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Hartford
27/09/2012,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Gurgaon
23/04/2012,DIRECTOR,Bench,BANK,"Business Analytics,Cards Issuing",Gurgaon
20/08/2012,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Pune
18/11/2013,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Noida
18/11/2013,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Chennai
27/07/2006,SENIOR CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Hartford
09/06/2008,SENIOR MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Gurgaon
17/10/2013,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Pune
11/06/2007,PORTFOLIO MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Gurgaon
10/05/2010,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Pune
01/05/2017,SENIOR CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Bangalore
30/08/2010,PORTFOLIO MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Pune
09/12/2017,DIRECTOR,Billable,BANK,"Business Analytics,Cards Issuing",Pune
25/06/2012,DIRECTOR,Billable,BANK,"Business Analytics,Cards Issuing",Gurgaon
03/07/2017,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Bhubaneswar
08/05/2016,ASSOCIATE CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Bhubaneswar
06/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Noida
08/09/2014,SENIOR CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Hartford
03/11/2014,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Noida
17/11/2014,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Chennai
20/09/2012,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Bhubaneswar
01/08/2016,MANAGER,Billable,BANK,"Business Analytics,Cards Issuing",Pune
06/03/2014,CONSULTANT,Billable,BANK,"Business Analytics,Cards Issuing",Gurgaon
20/06/2013,CONSULTANT,Billable,BANK,"Cards Acquiring,Vision Plus,VisionPlus CMS",Pune
23/09/2013,SENIOR CONSULTANT,Billable,BANK,Agile,Gurgaon
19/11/2012,SENIOR MANAGER,Billable,BANK,Agile,Noida
19/05/2014,SENIOR CONSULTANT,Billable,BANK,Agile,Gurgaon
29/07/2013,SENIOR DIRECTOR,Billable,BANK,Agile,Hyderabad
12/09/1997,DIRECTOR,Bench,BANK,Agile,Noida
10/06/2013,SENIOR CONSULTANT,Billable,BANK,Agile,Pune
11/04/2011,CONSULTANT,Billable,BANK,Agile,Chennai
03/10/2011,SENIOR CONSULTANT,Billable,BANK,Agile,Noida
15/09/2016,SENIOR DIRECTOR,Billable,BANK,Agile,Gurgaon
26/05/2014,CONSULTANT,Billable,BANK,Agile,Pune
24/08/2015,SENIOR CONSULTANT,Billable,BANK,Agile,Pune
22/07/2013,VICE PRESIDENT,Billable,BANK,Agile,Bhubaneswar
11/10/2012,CONSULTANT,Billable,BANK,Agile,Noida
01/04/2014,SENIOR MANAGER,Billable,BANK,Agile,Pune
20/10/2014,MANAGER,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Pune
17/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Bhubaneswar
10/06/2013,CONSULTANT,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Gurgaon
28/10/2013,CONSULTANT,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Bhubaneswar
19/06/2006,MANAGER,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Bhubaneswar
02/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Hyderabad
28/11/2015,PORTFOLIO MANAGER,Bench,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Bhubaneswar
20/04/2015,CONSULTANT,Billable,BANK,"Project Management Framework,JDE Project Management Contract and Service Billing",Hyderabad
04/10/2012,MANAGER,Billable,BANK,Defect Tracking,Chennai
29/10/2012,MANAGER,Billable,BANK,Defect Tracking,Pune
21/07/2014,SENIOR CONSULTANT,Billable,BANK,Defect Tracking,Pune
06/04/2015,SENIOR CONSULTANT,Billable,BANK,Defect Tracking,Hartford
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Defect Tracking,Bhubaneswar
02/10/2017,ASSOCIATE CONSULTANT,Billable,BANK,Defect Tracking,Noida
13/02/2014,CONSULTANT,Billable,BANK,C#,Gurgaon
13/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,PMO (Project),Bangalore
02/02/2015,SENIOR CONSULTANT,Billable,BANK,Ab Initio,Noida
07/09/2015,CONSULTANT,Billable,BANK,Ab Initio,Noida
05/08/2013,PORTFOLIO MANAGER,Billable,BANK,Ab Initio,Bhubaneswar
06/01/2014,SENIOR CONSULTANT,Billable,BANK,PMO (Project),Hyderabad
09/08/2010,CONSULTANT,Billable,BANK,Java,Gurgaon
31/12/2012,CONSULTANT,Billable,BANK,Axway Integration Broker,Bhubaneswar
06/07/2015,MANAGER,Billable,BANK,Axway Integration Broker,Hyderabad
06/10/2016,CONSULTANT,Billable,BANK,Testing Manual,Pune
17/11/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Spring,Hibernate,Core Java",Bangalore
31/01/2013,CONSULTANT,Billable,BANK,Business Analytics,Hartford
